regions;iso3;deskStudy;name;year;boreal;temperate;tropical;subtropical;1a_forestArea;1a_otherWoodedLand;1a_landArea;1b_naturallyRegeneratingForest;1b_plantedForest;1b_plantationForest;1b_plantationForestIntroduced;1b_otherPlantedForest;1c_primary;1c_tempUnstocked;1c_bamboos;1c_mangroves;1c_rubber;1f_palms;1f_treeOrchards;1f_agroforestry;1f_other;1f_treesUrbanSettings;2a_gs_ha_nat_reg;2a_gs_ha_forest;2a_gs_ha_plantation;2a_gs_ha_planted;2a_gs_ha_owl;2a_gs_ha_other_planted;2a_gs_tot_nat_reg;2a_gs_tot_planted;2a_gs_tot_plantation;2a_gs_tot_other_planted;2a_gs_tot_forest;2a_gs_tot_owl;2b_native_#1;2b_native_#2;2b_native_#3;2b_native_#4;2b_native_#5;2b_native_#6;2b_native_#7;2b_native_#8;2b_native_#9;2b_native_#10;2b_native_remaining;2b_native_total;2b_introduced_#1;2b_introduced_#2;2b_introduced_#3;2b_introduced_#4;2b_introduced_#5;2b_introduced_remaining;2b_introduced_total;2b_total_gs;2c_agb;2c_bgb;2c_dwb;2d_carbon_agb;2d_carbon_bgb;2d_carbon_dw;2d_carbon_litter;2d_carbon_soil;2d_soil_depth_cm;3a_prim_prod;3a_prim_prot;3a_prim_biodiv;3a_prim_socserv;3a_prim_multi;3a_prim_other;3a_prim_no_unknown;3a_tot_prod;3a_tot_prot;3a_tot_biodiv;3a_tot_socserv;3a_tot_other;3b_protected;3b_forMngt;3b_mngtProt;4a_priv_own;4a_individ;4a_bus_inst_fo;4a_indigenous_fo;4a_pub_own;4a_fo_unknown;4b_pub_admin;4b_individuals;4b_bus_inst_mr;4b_indigenous_mr;4b_unknown;5c_y_n;6a_policies_national;6a_policies_sub_national;6a_legislation_national;6a_legislation_sub_national;6a_platform_national;6a_platform_sub_national;6a_traceability_national;6a_traceability_sub_national;6b_pfe_y_n;6b_pfe_area;7b_phd_tot;7b_phd_fem;7b_phd_male;7b_msc_tot;7b_msc_fem;7b_msc_male;7b_ba_tot;7b_ba_fem;7b_ba_male;7b_tech_tot;7b_tech_fem;7b_tech_male;7b_total_tot;7b_total_fem;7b_total_male;7a_employment_tot;7a_employment_fem;7a_employment_male;7a_emp_forestry_tot;7a_emp_forestry_fem;7a_emp_forestry_male;7a_emp_logging_tot;7a_emp_logging_fem;7a_emp_logging_male;7a_emp_nwfp_tot;7a_emp_nwfp_fem;7a_emp_nwfp_male;7a_emp_support_tot;7a_emp_support_fem;7a_emp_support_male
Asia;PRK;Desk study;Democratic People's Republic of Korea;2000;0;100;0;0;6454.69;2171.97;12041;5399.46;1055.23;1055.23;;0;;;;0;;;;;;;62.5;62.5;62.5;62.5;;;337.47;65.95;65.95;0;403.42;;;;;;;;;;;;;0;;;;;;;0;0;61.34;22.67;;28.83;10.66;;;;;;;;;;;6454.69;;;;;;;;;0;0;0;0;6454.69;0;6454.69;0;0;0;;no;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PRK;Desk study;Democratic People's Republic of Korea;2010;0;100;0;0;6242.39;2301.01;12041;5221.86;1020.53;1020.53;;0;;;;0;;;;;;;63.5;63.5;63.5;63.5;;;331.59;64.8;64.8;0;396.39;;;;;;;;;;;;;0;;;;;;;0;0;62.32;23.03;;29.29;10.83;;;;;;;;;;;6242.39;;;;;;;;;0;0;0;0;6236.39;6;6236.39;0;0;0;;no;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PRK;Desk study;Democratic People's Republic of Korea;2015;0;100;0;0;6136.24;2365.53;12041;5132.5;1003.74;1003.74;;0;;;;0;;;;;;;63.5;63.5;63.5;63.5;;;325.91;63.74;63.74;0;389.65;;;;;;;;;;;;;0;;;;;;;0;0;62.31;23.03;;29.29;10.83;;;;;;;;;;;6136.24;;;;;;;;;0;0;0;0;6136.24;0;6136.24;0;0;0;;no;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PRK;Desk study;Democratic People's Republic of Korea;2020;0;100;0;0;6030.09;2430.03;12041;5042.75;987.34;987.34;;0;;;;0;;;;;;;63.5;63.5;63.5;63.5;;;320.21;62.7;62.7;0;382.91;;;;;;;;;;;;;0;;;;;;;0;0;62.3;23.03;;29.28;10.82;;;;;;;;;;;6030.09;;;;;;;;;;;;;;;;;;;;no;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;PRT;;Portugal;1990;0;100;0;0;3399;1086;9161;1326;2073;574;574;1499;22;564;0;0;0;0;481;0;0;17;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;3399;;;;;;;;;3311.7;;;164.1;87.3;0;87.3;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1285.39;;;;;;;;;;;;;;;;3.09;0.8;2.28;1.26;0.57;0.69;1.83;0.23;1.59;;;;;;
Europe;PRT;;Portugal;2000;0;100;0;0;3281;987;9161;1013;2268;623;623;1645;22;333;0;0;0;0;475;0;0;22;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;3281;;;;;;;;;3190.13;;;164.1;90.87;0;90.87;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1262.76;5;2;3;2;1;1;159;89;70;;;;166;92;74;4.01;0.87;3.13;0.83;0.29;0.53;2.86;0.49;2.36;0.05;0.01;0.04;0.26;0.07;0.2
Europe;PRT;;Portugal;2010;0;100;0;0;3252;1501;9161;1030;2222;680;680;1542;22;215;0;0;0;0;532;0;0;18;78.65;52.4;40.18;40.46;1.7;40.5;81.01;89.9;27.32;62.45;170.4;2.55;24.73;6.77;4.5;2.72;;;;;;;1.59;40.31;64.25;36.17;4.78;10.68;14.21;;130.09;170.4;41.03;11.74;0.92;20.52;5.87;0.5;;;;;;;;;;3252;;;;;;592.58;726;;3158.12;;;160.99;93.88;0;93.88;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1239.18;6;3;3;32;20;12;71;29;42;;;;109;52;57;6.07;1.07;5.01;1.09;0.28;0.81;3.26;0.45;2.82;0.17;0.04;0.13;1.55;0.3;1.25
Europe;PRT;;Portugal;2015;0;100;0;0;3312;1543;9161;1056;2256;695;695;1561;22;237;0;0;0;0;553;0;0;10;77.51;51.65;40.48;39.77;1.44;39.37;81.85;89.72;28.13;61.46;171.06;2.22;25.01;6.75;5.05;2.95;;;;;;;1.47;41.23;63.91;37.46;5.12;11.33;12.01;;129.83;171.06;40.91;11.82;0.9;20.46;5.91;0.5;;;;;;;;3224;;88;3062;2675;869;264;2717;615.61;884;;3215.49;;;165.57;96.51;0;96.51;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1249.45;4;3;1;32;15;17;50;15;34;;;;86;33;52;8.39;1.43;6.96;2.19;0.47;1.73;3.91;0.5;3.41;0.34;0.1;0.24;1.95;0.36;1.58
Europe;PRT;;Portugal;2020;0;100;0;0;3312;1543;9161;1056;2256;695;695;1561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;3312;;;;;;;;;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;PRY;;Paraguay;1990;0;0;100;0;25545.86;0;39730;25535.62;10.24;10.24;;0;;;;0;;;;;;;63.9;63.93;128.03;128.03;;0;1631.73;1.31;1.31;0;1633.04;;;;;;;;;;;;;0;;;;;;;0;0;69.86;25.62;8.15;32.84;12.04;3.83;2.09;55.25;50;;;;;;;25545.86;;;;;;;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;PRY;;Paraguay;2000;0;0;100;0;22991.65;0;39730;22961.13;30.52;30.52;;0;;;;0;;;;;;;63.9;63.99;128.03;128.03;;0;1467.22;3.91;3.91;0;1471.13;;;;;;;;;;;;;0;;;;;;;0;0;69.86;25.62;8.15;32.84;12.04;3.83;2.09;55.25;50;;;;;;;22991.65;;;;;;;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;PRY;;Paraguay;2010;0;0;100;0;19570.21;0;39730;19519.41;50.8;50.8;;0;;;;0;;1531.14;;;;;63.9;64.07;128.03;128.03;;0;1247.29;6.5;6.5;0;1253.79;;;;;;;;;;;;;0;;;;;;;0;0;69.86;25.62;8.15;32.84;12.04;3.83;2.09;55.25;50;;;;;;;19570.21;;;;;;;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;PRY;;Paraguay;2015;0;0;100;0;17498.94;0;39730;17400.41;98.53;98.53;;0;;;;0;;;;;;;63.9;64.26;128.03;128.03;;0;1111.89;12.61;12.61;0;1124.5;;;;;;;;;;;;;0;;;;;;;0;0;69.86;25.62;8.15;32.84;12.04;3.83;2.09;55.25;50;;;;;;;17498.94;;;;;;;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;PRY;;Paraguay;2020;0;0;100;0;16102.26;0;39730;15946.6;155.66;155.66;;0;;;;0;;;;;;;63.9;64.52;64.23;128.03;;0;1018.99;19.93;10;0;1038.92;;;;;;;;;;;;;0;;;;;;;0;0;69.86;25.62;8.15;32.84;12.04;3.83;2.09;55.25;50;;;;;;;16102.26;;;;;;;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PSE;Desk study;Palestine;1990;0;0;54;46;9.08;0;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;9.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PSE;Desk study;Palestine;2000;0;0;54;46;9.08;0;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;9.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PSE;Desk study;Palestine;2010;0;0;54;46;9.95;0;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;9.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PSE;Desk study;Palestine;2015;0;0;54;46;10.14;0;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;10.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;PSE;Desk study;Palestine;2020;0;0;54;46;10.14;0;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;10.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;PYF;Desk study;French Polynesia;1990;0;0;100;0;144.43;35.11;366;140;4.43;2.78;2.73;1.65;40;;;0.01;;13.21;0.61;;0.57;;100;101.36;170;144.47;;100;14;0.64;0.47;0.17;14.64;;;;;;;;;;;;;0;;;;;;;0;0;149.5;36.4;;70.27;17.11;;;;;2.78;1.65;6.57;;;;133.43;;;;;;6.57;;;;;;;;;;;;;;no;no;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;PYF;Desk study;French Polynesia;2000;0;0;100;0;148.55;35.11;366;140;8.55;6.08;6;2.47;40;;;0.01;;30.15;0.69;;0.45;;100;102.86;170;149.71;;100;14;1.28;1.03;0.25;15.28;;;;;;;;;;;;;0;;;;;;;0;0;148.94;36.37;;70;17.1;;;;;6.08;2.47;7.4;;;;132.6;;;;;;7.4;;;;;;;;;;;;;;no;no;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;PYF;Desk study;French Polynesia;2010;0;0;100;0;149.46;35.11;366;140;9.46;6.21;6.1;3.25;40;;;0.01;;58.83;0.77;;0.32;;100;102.97;170;146.93;;100;14;1.39;1.06;0.33;15.39;;;;;;;;;;;;;0;;;;;;;0;0;148.92;36.37;;69.99;17.09;;;;;6.21;3.25;7.4;;;;132.6;;;;;;7.4;;;119;;;;30.46;0;30.46;0;0;0;;no;no;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;PYF;Desk study;French Polynesia;2015;0;0;100;0;149.46;35.11;366;140;9.46;6.21;6.1;3.25;40;;;0.01;;58.83;0.81;;0.25;;100;102.97;170;146.93;;100;14;1.39;1.06;0.33;15.39;;;;;;;;;;;;;0;;;;;;;0;0;148.92;36.37;;69.99;17.09;;;;;6.21;3.25;7.4;;;;132.6;;;;;;7.4;;;119;;;;30.46;0;30.46;0;0;0;;no;no;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;PYF;Desk study;French Polynesia;2020;0;0;100;0;149.46;35.11;366;140;9.46;6.21;6.1;3.25;40;;;0.01;;58.83;0.85;;0.19;;100;102.97;170;146.93;;100;14;1.39;1.06;0.33;15.39;;;;;;;;;;;;;0;;;;;;;0;0;148.92;36.37;;69.99;17.09;;;;;6.21;3.25;7.4;;;;132.6;;;;;;7.4;;;;;;;;;;;;;;no;no;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;QAT;Desk study;Qatar;1990;0;0;0;100;0;0.5;1161;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;no;no;no;no;no;no;no;no;no;no;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asia;QAT;Desk study;Qatar;2000;0;0;0;100;0;0.5;1161;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;no;no;no;no;no;no;no;no;no;no;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asia;QAT;Desk study;Qatar;2010;0;0;0;100;0;0.5;1161;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;no;no;no;no;no;no;no;no;no;no;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asia;QAT;Desk study;Qatar;2015;0;0;0;100;0;0.5;1161;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;no;no;no;no;no;no;no;no;no;no;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asia;QAT;Desk study;Qatar;2020;0;0;0;100;0;0.5;1161;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;0;0;0;;;;;;;;;;;;no;no;no;no;no;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;REU;;Réunion;1990;0;0;100;0;87.95;26.68;251;77.25;10.7;9.7;7.7;1;53;;0;0;0;0;;0;;;198;191.59;;145;20;;15.3;1.55;;;16.85;0.53;;;;;;;;;;;15.3;15.3;;;;;;1.55;1.55;16.85;125;25;3;60;12;1;;18;30;0;0;0;0;87.95;0;0;7;87.85;58;33;;3.95;36;3.95;34.48;;;;53.47;0;53.47;0;0;0;;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;87.95;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;
Africa;REU;;Réunion;2000;0;0;100;0;90.97;27.49;251;80.27;10.7;9.7;7.7;1;53;;0;0;0;0;6.1;0;;;198;192.92;;155;20;;15.89;1.66;;;17.55;0.55;;;;;;;;;;;15.89;15.89;;;;;;1.66;1.66;17.55;125;25;3;60;12;1;;18;30;0;0;0;0;90.97;0;0;7;90.97;58;33;;6.42;62;6.42;37.5;;;;53.47;0;53.47;0;0;0;;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;90.97;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;
Africa;REU;;Réunion;2010;0;0;100;0;93.99;28.3;251;83.29;10.7;9.7;7.7;1;53;;0;0;0;0;6.2;0;;;198;194.28;;165;20;;16.49;1.77;;;18.26;0.57;;;;;;;;;;;16.49;16.49;0.79;0.16;0.32;0.01;;0.49;1.77;18.26;125;25;3;60;12;1;;18;30;0;0;0;0;93.99;0;0;7;93.99;58;33;;60.2;62;45.7;40.52;;;;53.47;0;53.47;0;0;0;;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;93.99;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;
Africa;REU;;Réunion;2015;0;0;100;0;96.04;27.21;251;85.34;10.7;9.7;7.7;1;53;10.9;0;0;0;0;8.3;0;;2.6;198;194.92;;170;20;;16.9;1.82;;;18.72;0.54;;;;;;;;;;;16.9;16.9;0.81;0.16;0.34;0.01;;0.5;1.82;18.72;125;25;3;60;12;1;;18;30;0;0;0;0;96.04;0;0;6;96.04;57;38;;60.2;62;45.7;42.57;;;;53.47;0;53.47;0;0;0;;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;96.04;;;;;;;;;;;;;;;;0.09;;;;;;;;;;;;;;
Africa;REU;;Réunion;2020;0;0;100;0;98.44;25.11;251;87.74;10.7;9.7;7.7;1;53;;0;0;0;0;;0;;;198;195.45;;175;20;;17.37;1.87;;;19.24;0.5;;;;;;;;;;;17.37;17.37;0.83;0.17;0.35;0.01;;0.51;1.87;19.24;125;25;3;60;12;1;;18;30;0;0;0;0;98.44;0;0;6;98.44;57;38;;60.2;63;45.7;;;;;;;;;;;;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;98.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;ROU;;Romania;1990;0;100;0;0;6371;314;23008;5843;528;0;0;528;;;0;0;0;0;;;;;;211.51;;;;;;;;;1347.5;;474.8;388.4;103.1;124.2;79.45;32.69;22.5;10.9;24.2;19.1;68.16;1347.5;;;;;;;0;1347.5;108;20;;50;10;;22.61;90.81;30;4186;1639;197;0;0;349;0;;;;;;142;6371;;0;0;0;0;6371;0;6371;0;0;0;;yes;yes;no;yes;no;yes;no;yes;no;yes;6371;;;;94;;;;;;150;;;;;;103.07;;;;;;;;;;;;;;
Europe;ROU;;Romania;2000;0;100;0;0;6366;234;23008;5838;528;0;0;528;127.7;;0;0;0;0;;;;;;211.5;;;;;;;;;1346.4;;474.4;388.1;103;124.1;79.39;32.69;22.5;10.9;24.2;19.1;68.02;1346.4;;;;;;;0;1346.4;107;20;;50;10;;22.58;90.81;30;3043;2478;308;0;0;537;0;;;;;;153;5984.04;;356;356;0;0;6010;0;6010;0;0;0;;yes;yes;no;yes;no;yes;no;yes;no;yes;6366;;;;260;;;;;;703;;;;;;49.97;;;;;;;;;;;;;;
Europe;ROU;;Romania;2010;0;100;0;0;6515;404;23008;5975;540;0;0;540;127.7;;0;0;0;0;;;;;;211.5;;;;;;;;;1377.9;;485.5;397.1;105.4;127;81.24;33.45;23.1;11.1;24.76;19.55;69.69;1377.89;;;;;;;0;1377.89;107;20;;50;10;;22.61;90.81;30;3043;2543;317;0;0;612;0;;;;;;1746;5653;;2152;;;;4363;0;4363;0;0;0;;yes;yes;no;yes;no;yes;no;yes;no;yes;6515;;;;999;;;;;;336;;;;;;29.99;3.67;26.32;;;;;;;;;;;;
Europe;ROU;;Romania;2015;0;100;0;0;6900.96;93.59;23008;5944.47;956.49;0;0;956.49;127.7;;0;0;0;0;;;;;339.65;321.93;;211.74;62.09;;2019.06;202.53;;;2221.63;5.81;852.54;528.47;166.33;151.01;107.15;64.25;40.15;27.37;22.33;21.61;240.38;2221.59;;;;;;;0;2221.59;200.12;40.5;;94.06;19.04;9.23;22.52;90.81;30;3501;2490;318;0;0;552;39.96;;;;;;2606;5587.52;;2306;;;;4249;345.96;4249;0;0;0;;yes;yes;no;yes;no;yes;no;yes;no;yes;6900.96;8;;;515;;;;;;369;;;;;;32.75;4.16;28.59;;;;;;;;;;;;
Europe;ROU;;Romania;2020;0;100;0;0;6929.05;15.57;23008;6033.98;895.07;0;0;895.07;165.23;;0;0;0;0;;;;;348.36;339.84;;282.42;50.42;;2102;252.79;;;2354.79;0.79;881.51;560.16;176.31;160.07;113.57;68.1;42.55;29.01;23.66;22.91;257.78;2335.63;;;;;;19.16;19.16;2354.79;207.5;42;;97.52;19.74;9.23;22.51;90.81;30;2959;2515;321;0;0;1134;0.05;;;;;;2606;5587.52;;;;;;;;;;;;;yes;yes;no;yes;no;yes;no;yes;no;yes;6929.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;RUS;;Russian Federation;1990;88;12;0;0;808949.9;74989.8;1637687;796298.7;12651.2;0;0;12651.2;305144.2;39700;0;0;0;0;0;0;4973;153;98.94;98.94;0;98.94;20.9;98.94;78787.9;1251.74;0;1251.74;80039.64;1567.29;27245.49;15663.76;11653.77;9388.64;8212.07;2905.44;2865.42;856.42;480.24;192.1;576.29;80039.64;0;0;0;0;0;0;0;80039.64;67.97;20.27;16.58;33.99;10.13;8.29;7.78;97.4;30;446678.6;58695.4;11814.5;17376.2;108.2;274277;0;446678.6;58695.4;11814.5;17376.2;274277;11814.5;808949.9;11814.5;0;0;0;0;808949.9;0;808949.9;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;808949.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;RUS;;Russian Federation;2000;88;12;0;0;809268.5;71606.6;1637687;793908.1;15360.4;0;0;15360.4;288500;32800;0;0;0;0;0;0;5823.8;1099.1;99.19;99.19;0;99.19;20.9;99.19;78746.81;1523.58;0;1523.58;80270.39;1496.58;25338.11;16289.58;11022.96;10915.47;8457.73;3237.76;2682.57;858.75;570.99;201.26;695.21;80270.39;0;0;0;0;0;0;0;80270.39;70.16;20.77;16.66;35.08;10.38;8.33;7.8;97.4;30;411437.1;70387.8;16190.2;11333.1;154.5;299765.8;0;411437.1;70387.8;16190.2;11333.1;299765.8;16190.2;809268.5;16190.2;0;0;0;0;809268.5;0;721556.5;0;87712;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;809268.5;;;;;;;;;;;;;;;;195.98;;;;;;;;;;;;;;
Europe;RUS;;Russian Federation;2010;88;12;0;0;815135.6;75812.1;1637687;795522.7;19612.9;0;0;19612.9;271855.8;30200;0;0;0;0;0;0;20363.2;1007.3;100.01;100.01;0;100.01;20.9;100.01;79561.34;1961.51;0;1961.51;81522.85;1584.47;23832.5;16381.6;13737.9;10811.4;7789.5;3859.5;2504.7;886.2;610.2;182.2;927.2;81522.9;0;0;0;0;0;0;0;81522.9;73.89;21.69;17.23;36.95;10.85;8.61;7.88;97.4;30;421491;85110.7;17572.2;12368;1703.8;276889.9;0;421491;85110.7;17572.2;12368;276889.9;17572.2;815135.6;17572.2;0;0;0;0;815135.6;0;615317;0;193352.2;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;815135.6;;;;;;;;;;;;;35000;;;68.81;;;;;;;;;;;;;;
Europe;RUS;;Russian Federation;2015;88;12;0;0;814930.46;74924.6;1637687;795089.5;19840.96;0;0;19840.96;263533.7;32400;0;0;0;0;0;0;20328;1069.1;99.99;99.99;0;99.99;20.87;99.99;79504.09;1983.97;0;1983.97;81488.06;1563.89;23672.43;16250.1;14099.53;10616.5;7734.06;3936.74;2486.96;905.15;633.21;183.94;969.44;81488.06;0;0;0;0;0;0;0;81488.06;75.82;22.21;17.5;37.91;11.1;8.75;7.9;97.5;30;415073.7;86353.5;18000;12316.66;1482.4;281704.2;0;415073.7;86353.5;18000;12316.66;281704.2;18000;814930.46;18000;0;0;0;0;814930.46;0;571325.06;0;243605.4;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;814930.46;;;;;;;;;;;;;;;;76.27;;;;;;;;;;;;;;
Europe;RUS;;Russian Federation;2020;88;12;0;0;815311.6;74885.3;1637687;796431.5;18880.1;0;0;18880.1;255211.5;32306.7;0;0;0;0;0;0;19225.7;1235.4;99.44;99.44;0;99.44;20.88;99.44;79193.5;1877.36;0;1877.36;81071.31;1563.89;23672.43;16250.1;14099.53;10616.5;7734.06;3936.74;2486.96;905.15;633.21;183.94;969.44;81488.06;0;0;0;0;0;0;0;81488.06;77.33;22.61;17.68;38.67;11.3;8.84;7.92;97.5;30;455291.58;149364;18582.22;13605.23;3563.26;174905.31;0;455291.58;149364;18582.22;13605.23;174905.31;18582.22;815245.9;18582.22;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;815245.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;RWA;Desk study;Rwanda;1990;0;0;100;0;317;261;2467;204;113;113;;0;;;;0;;;;;;;86.8;99.56;122.6;122.6;;;17.71;13.85;13.85;0;31.56;;;;;;;;;;;;;0;;;;;;;0;0;140.6;35.72;;66.08;16.79;;2.1;47;30;;;;;;;317;;;;;;211;;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;RWA;Desk study;Rwanda;2000;0;0;100;0;287;261;2467;161;126.5;126.5;;0;;;;0;;;;;;;86.8;102.72;122.6;122.6;;;13.97;15.51;15.51;0;29.48;;;;;;;;;;;;;0;;;;;;;0;0;143.04;36.46;;67.23;17.14;;2.1;47;30;;;;;;;287;;;;;;211;;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;RWA;Desk study;Rwanda;2010;0;0;100;0;265;261;2467;126;138.01;138.01;;0;;;;0;;;;;;;86.8;105.13;122.6;122.6;;;10.94;16.92;16.92;0;27.86;;;;;;;;;;;;;0;;;;;;;0;0;145.45;37.2;;68.36;17.48;;2.1;47;30;;;;;;;265;;;;;;211;;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
